USDOT,MC_docket#,entity_type,operating_status,out_of_service,legal_name,dba_name,contact_name,physical_address,business_phone,mobile_number,email_address,mailnig_address,power units,drivers,mcs 150,Mileage (Year),operation_classification,carrier_operation,cargo_carried
3334603,,CARRIER,ACTIVE,None,JEFFRY A HERNANDEZ CHAVEZ,,JEFFRY A HERNANDEZ CHAVEZ,"336 W 118TH ST
LOS ANGELES, CA   90061-1831",(323) 805-9672,(323) 805-9672,HERNANDEZJEFFRY6@GMAIL.COM,"336 W 118TH ST
LOS ANGELES, CA   90061-1831",1,2,9/13/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3334608,,CARRIER,ACTIVE,None,CALIFORNIA RELOCATION SYSTEMS,,CALIFORNIA RELOCATION SYSTEMS,"2400 AMERICAN AVE
HAYWARD, CA   94545-1810",(866) 389-9999,(866) 389-9999,INFO12@CALIRELOCATIONSYSTEMS.COM,"2400 AMERICAN AVE
HAYWARD, CA   94545-1810",1,1,9/13/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Household Goods, "
3334627,,CARRIER,ACTIVE,None,ADVANCE LOGISTICS TEAM INC,,ADVANCE LOGISTICS TEAM INC,"15572 LANYARD LN
CHINO HILLS, CA   91709-8709",(909) 455-8543,(909) 455-8543,ADVANCELOGISTICSTEAM@GMAIL.COM,"15572 LANYARD LN
CHINO HILLS, CA   91709-8709",1,1,9/13/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3334637,,CARRIER,NOT AUTHORIZED,None,EASYGO TRANSPORTATION INC,,EASYGO TRANSPORTATION INC,"13775 MAGNOLIA AVE STE B
CHINO, CA   91710",(213) 399-7092,(213) 399-7092,ILEANAWANG@GMAIL.COM,"13775 MAGNOLIA AVE STE B
CHINO, CA   91710-7046",3,1,9/20/2019,"111,559 (2018)","Auth. For Hire, ","Interstate, ","General Freight, CONTAINERS, "
3334650,,CARRIER,ACTIVE,None,HWY 911 LLC,,HWY 911 LLC,"17350 STATE HIGHWAY 249 STE 220
HOUSTON, TX   77064-1132",(510) 305-8462,(510) 305-8462,HWY911INC@GMAIL.COM,"3055 WOLSEY PL
FREMONT, CA   94555-1463",1,2,10/30/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3334659,,CARRIER,ACTIVE,None,FRANCISCO CONTRERAS,EXTREME TRANSPORT,FRANCISCO CONTRERAS,"1459 W JAMES ST
BLOOMINGTON, CA   92316-1335",(909) 856-6998,(909) 856-6998,CONTRE192@YAHOO.COM,"1459 W JAMES ST
BLOOMINGTON, CA   92316-1335",1,1,9/13/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3334660,,CARRIER,ACTIVE,None,STEFEN MICHAEL KIRKLAND,STEFEN KIRKLAND,STEFEN MICHAEL KIRKLAND,"7843 LA MONICA ST
HIGHLAND, CA   92346-6358",(909) 520-9084,(909) 520-9084,STEFENKIRKLAND@YAHOO.COM,"7843 LA MONICA ST
HIGHLAND, CA   92346-6358",1,1,9/27/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3334681,,CARRIER,NOT AUTHORIZED,None,EZRYDS LLC,EZRYDS,EZRYDS LLC,"11440 W BERNARDO CT STE 300
SAN DIEGO, CA   92127",(844) 439-7937,(844) 439-7937,EZ.INFO@EZRYDS.COM,"11440 W BERNARDO CT STE 300
SAN DIEGO, CA   92127-1644",1,1,9/14/2019,,"Auth. For Hire, ","Interstate, ","General Freight, Drive/Tow away, Fresh Produce, Meat, Refrigerated Food, "
3334701,,CARRIER,ACTIVE,None,REETPAUL VANDER,VANDER LANDSCAPE & CONSTRUCTION,REETPAUL VANDER,"1025 RUCKER AVE
GILROY, CA   95020-8904",(408) 649-0464,(408) 649-0464,PAUL.VANDER@COMCAST.NET,"1025 RUCKER AVE
GILROY, CA   95020-8904",4,1,10/3/2019,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","LANDSCAPING, "
3334731,,CARRIER,ACTIVE,None,JORGE BLADIMIR PALACIOS,,JORGE BLADIMIR PALACIOS,"16208 CORNUTA AVE APT 1
BELLFLOWER, CA   90706-4846",(562) 303-3482,(562) 303-3482,JORGEPALACIOSJBP@GMAIL.COM,"16208 CORNUTA AVE APT 1
BELLFLOWER, CA   90706-4846",1,1,9/14/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3334732,,CARRIER,ACTIVE,None,ANVIL EQUIPMENT COMPANY LP,,ANVIL EQUIPMENT COMPANY LP,"1475 DONNER AVE FL 2
SAN FRANCISCO, CA   94124-3614",(415) 285-5000,(415) 285-5000,LWARREN@ANVILEQUIPMENT.CO,"1475 DONNER AVE FL 2
SAN FRANCISCO, CA   94124-3614",13,20,9/14/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3334733,,CARRIER,NOT AUTHORIZED,None,SF,,SF,"348 W SAN YSIDRO BLVD
SAN YSIDRO, CA   92173",(918) 333-2131,(918) 333-2131,OBKENOB9578@OUTLOOK.COM,"348 W SAN YSIDRO BLVD
SAN YSIDRO, CA   92173",24,4,9/14/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3334742,,CARRIER,NOT AUTHORIZED,None,REGENTS LOGISTICS INC,,REGENTS LOGISTICS INC,"24951 HUNTWOOD AVE
HAYWARD, CA   94544",(510) 557-5292,(510) 557-5292,GARRY@REGENTSLOGISTICS.COM,"32108 ALVARADO BLVD # 3145
UNION CITY, CA   94587-4000",1,1,9/14/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3334777,,CARRIER,ACTIVE,None,MARIRO TRANSPORTERS,,MARIRO TRANSPORTERS,"2432 N MAIN ST UNIT A
SALINAS, CA   93906-4264",(626) 535-3794,(626) 535-3794,MUCHROKY@YAHOO.COM,"2432 N MAIN ST UNIT A
SALINAS, CA   93906-4264",1,2,9/15/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Household Goods, "
3334780,,CARRIER,ACTIVE,None,MARIA DE LOS ANGELES CISNEROS SOTO,MC TRANSPORT,MARIA DE LOS ANGELES CISNEROS SOTO,"513 COTTONWOOD ST UNIT A1
WOODLAND, CA   95695-3646",(775) 682-0449,(775) 682-0449,ALVARADO698@GMAIL.COM,"513 COTTONWOOD ST UNIT A1
WOODLAND, CA   95695-3646",1,1,9/15/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Building Materials, "
3334848,,CARRIER,ACTIVE,None,LAURENCE C DORAME CORTES,AK TRANSPORT,LAURENCE C DORAME CORTES,"1223 W 6TH ST APT 42
CORONA, CA   92882-7127",(951) 317-7227,(951) 317-7227,PERYJAN@GMAIL.COM,"1223 W 6TH ST APT 42
CORONA, CA   92882-7127",1,1,10/9/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, OTHER, "
3334966,,CARRIER,NOT AUTHORIZED,None,BLACK HAWK CARGO INC,,BLACK HAWK CARGO INC,"3733 DOCKERY AVE
SELMA, CA   93662",(209) 279-3940,(209) 279-3940,BLACKHAWKCARGOINC@GMAIL.COM,"3733 DOCKERY AVE
SELMA, CA   93662-4536",1,1,9/16/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3334994,,CARRIER,ACTIVE,None,VICTOR ALAN MEDINA,,VICTOR ALAN MEDINA,"727 E SAN YSIDRO BLVD UNIT 1327
SAN YSIDRO, CA   92173-3144",(619) 830-1074,(619) 830-1074,TIROU_10@HOTMAIL.COM,"727 E SAN YSIDRO BLVD UNIT 1327
SAN YSIDRO, CA   92173-3144",1,1,9/16/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Household Goods, "
3334999,,CARRIER,NOT AUTHORIZED,None,BELLA VALLE LLC,,BELLA VALLE LLC,"2502 N MACARTHUR AVE
BLANCHARD, OK   73010",(707) 310-3922,(707) 310-3922,CWILLIAMS798743@GMAIL.COM,"PO BOX 562
RUTHERFORD, CA   94573-0562",4,3,9/16/2019,,"Auth. For Hire, ","Interstate, ","Fresh Produce, "
3335001,,CARRIER,NOT AUTHORIZED,None,WAYPOWER INC,,WAYPOWER INC,"1609 S GLADYS AVE APT 5
SAN GABRIEL, CA   91776",(949) 297-6978,(949) 297-6978,WAYPOWERINC@GMAIL.COM,"1609 S GLADYS AVE APT 5
SAN GABRIEL, CA   91776-3996",1,1,9/16/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3335017,,CARRIER,ACTIVE,None,GILBERTO ESCOBEDO LECHUGA,,GILBERTO ESCOBEDO LECHUGA,"424 WOODLAWN AVE APT C
CHULA VISTA, CA   91910-4046",(619) 621-1867,(619) 621-1867,GILBERTOESOBEDO946@GMAIL.COM,"424 WOODLAWN AVE APT C
CHULA VISTA, CA   91910-4046",1,1,9/16/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Household Goods, "
3335050,,CARRIER,ACTIVE,None,B & G TRUKIN INC,,B & G TRUKIN INC,"3795 MEARS AVE
RIVERSIDE, CA   92509-1344",(562) 440-8937,(562) 440-8937,BGTRUCKING1@YAHOO.COM,"3795 MEARS AVE
RIVERSIDE, CA   92509-1344",1,1,9/24/2019,10 (2019),"Auth. For Hire, ","Intrastate Only (Non-HM), ","Fresh Produce, "
3335115,,CARRIER,ACTIVE,None,PEDRO C MERCADO,P M 3 TRUCKING,PEDRO C MERCADO,"2121 LOCKE PL
LEMON GROVE, CA   91945-3727",(619) 520-5273,(619) 520-5273,PMERCADO3@HOTMAIL.COM,"2121 LOCKE PL
LEMON GROVE, CA   91945-3727",1,1,9/16/2019,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","Construction, DIRT, "
3335133,,CARRIER,NOT AUTHORIZED,None,ALWAYS READY TRANSPORTATION LLC,,ALWAYS READY TRANSPORTATION LLC,"22113 RAE DR
NUEVO, CA   92567",(941) 584-9868,(941) 584-9868,INFO@DOTORDER.INFO,"PO BOX 289
NUEVO, CA   92567-0289",1,1,9/16/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3335155,,CARRIER,NOT AUTHORIZED,None,KHM TRANSPORTATION INC,,KHM TRANSPORTATION INC,"16521 SWEET GUM LN
WHITTIER, CA   90603",(909) 720-2727,(909) 720-2727,DAVIDTRM@GMAIL.COM,"680 BREA CANYON RD STE 208
WALNUT, CA   91789-3005",1,1,10/14/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3335164,,CARRIER,ACTIVE,None,MANUEL SANCHEZ,,MANUEL SANCHEZ,"117 CLEAR LAKE ST
PERRIS, CA   92571",(951) 442-2936,(951) 442-2936,SANCHEZ.MANNY57@GMAIL.COM,"117 CLEAR LAKE ST
PERRIS, CA   92571",1,1,9/16/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Mobile Homes, "
3335223,,CARRIER,ACTIVE,None,ARMANDO RIVERA RODRIGUEZ,,ARMANDO RIVERA RODRIGUEZ,"1075 E SOUTH ST APT 204
LONG BEACH, CA   90805-4170",(562) 247-6705,(562) 247-6705,RIVERAARMANDO128@YAHOO.COM,"1075 E SOUTH ST APT 204
LONG BEACH, CA   90805-4170",1,1,9/16/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3335228,,CARRIER,ACTIVE,None,JOSEPH LYLE SIMON,3 JJJ'S TRUCKING,JOSEPH LYLE SIMON,"1140 PACIFIC AVE UNIT 6
LONG BEACH, CA   90813-3093",(310) 405-9864,(310) 405-9864,AGSPERMITS@HOTMAIL.COM,"1140 PACIFIC AVE UNIT 6
LONG BEACH, CA   90813-3093",1,1,9/16/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3335234,,CARRIER,ACTIVE,None,ROGER LEE LARRY,GLORY BOUND TRUCKING,ROGER LEE LARRY,"11020 POPLAR AVE
FONTANA, CA   92337-7344",(951) 529-3373,(951) 529-3373,SLARRY07@YAHOO.COM,"148 E VICTORIA ST
RIALTO, CA   92376-5042",1,1,10/14/2019,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3335261,,CARRIER,ACTIVE,None,FPA - CRAIG HALL LLP,THE SOCIAL CHICO,FPA - CRAIG HALL LLP,"1400 W 3RD ST
CHICO, CA   95928-4825",(530) 924-6602,(530) 924-6602,JTIMKO@TRINITY-PM.COM,"1400 W 3RD ST
CHICO, CA   95928-4825",1,1,9/16/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","OTHER, "
3335264,,CARRIER,ACTIVE,None,ASMA MAZRAOUI,BLACK HORSE DELIVERY,ASMA MAZRAOUI,"408 N DAISY ST
LOMPOC, CA   93436-6209",(805) 636-9266,(805) 636-9266,ASMAMAZRAOUI@GMAIL.COM,"408 N DAISY ST
LOMPOC, CA   93436-6209",1,2,9/23/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Household Goods, "
3335265,,CARRIER,ACTIVE,None,KNS SHIPPING INC,,KNS SHIPPING INC,"1123 E DOMINGUEZ ST STE F
CARSON, CA   90746",(310) 637-1246,(310) 637-1246,CHARLES@KNSSHIPPING.COM,"1123 E DOMINGUEZ ST STE F
CARSON, CA   90746",1,1,9/23/2019,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3335302,,CARRIER,ACTIVE,None,MARCO ANTONIO LOPEZ,PERLA TRUCKING,MARCO ANTONIO LOPEZ,"4510 W 164TH ST
LAWNDALE, CA   90280",(310) 462-4033,(310) 462-4033,MARCO7490.PL@HOTMAIL.COM,"4510 W 164TH ST
LAWNDALE, CA   90280",1,1,9/24/2019,100 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3335305,,CARRIER,ACTIVE,None,JASPREET KAUR SANDHU,LOGISTIC WHEEL,JASPREET KAUR SANDHU,"1332 CLIFF SWALLOW DR
PATTERSON, CA   95363-8740",(209) 534-2637,(209) 534-2637,WHEELOCITY246@GMAIL.COM,"1332 CLIFF SWALLOW DR
PATTERSON, CA   95363-8740",1,1,11/4/2019,"1,000 (2019)","Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3335328,,CARRIER,ACTIVE,None,GUTIERREZ TRANSPORTS LLC,,GUTIERREZ TRANSPORTS LLC,"2424 STEARMAN ST
DOS PALOS, CA   93620-9012",(650) 737-2307,(650) 737-2307,GUTIERREZTRANSPORTSLLC@GMAIL.COM,"2424 STEARMAN ST
DOS PALOS, CA   93620-9012",1,2,9/16/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Garbage/Refuse, "
3335351,,CARRIER,ACTIVE,None,VOYAGER SERVICES LLC,,VOYAGER SERVICES LLC,"4341 W 104TH ST
INGLEWOOD, CA   90304-1935",(213) 399-1680,(213) 399-1680,MARCO.LUIS741@GMAIL.COM,"4341 W 104TH ST
INGLEWOOD, CA   90304-1935",2,4,9/16/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3335353,,CARRIER,ACTIVE,None,AINSLEY TIOLA PERILLA,KAYLANI FREIGHTS,AINSLEY TIOLA PERILLA,"2525 SQUALL WAY
STOCKTON, CA   95206-6367",(209) 276-5360,(209) 276-5360,ALAN_AINSLEY@ATT.NET,"2525 SQUALL WAY
STOCKTON, CA   95206-6367",1,1,9/27/2019,1 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, OTHER, "
3335356,,CARRIER,ACTIVE,None,RODRIGUEZ CONSTRUCTION GROUP INC,,RODRIGUEZ CONSTRUCTION GROUP INC,"320 W 49TH ST
LOS ANGELES, CA   90037-3243",(213) 333-8155,(213) 333-8155,ADVANCEDIFTA@GMAIL.COM,"1700 SANTA FE AVE STE 206
LONG BEACH, CA   90813-1201",1,1,9/16/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Construction, "
3335371,,CARRIER,NOT AUTHORIZED,None,S G M LOGISTICS INC,,S G M LOGISTICS INC,"2273 W 27TH ST
LOS ANGELES, CA   90018",(323) 819-8960,(323) 819-8960,ADVANCEDIFTA@GMAIL.COM,"1700 SANTA FE AVE STE 206
LONG BEACH, CA   90813-1201",1,1,9/16/2019,,"Auth. For Hire, ","Interstate, ","General Freight, Intermodal Cont., "
3335476,,CARRIER,ACTIVE,None,FRANK JAMES ENTERPRISES INC,,FRANK JAMES ENTERPRISES INC,"13198 YAKIMA RD
APPLE VALLEY, CA   92308-6450",(760) 508-8670,(760) 508-8670,FJP2ROOF@AOL.COM,"13198 YAKIMA RD
APPLE VALLEY, CA   92308-6450",1,1,9/17/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, OTHER, "
3335479,,CARRIER,NOT AUTHORIZED,None,BRAIN THOUGHT,,BRAIN THOUGHT,"13700 MARINA PT DR UNIT 419
MARINA DL REY, CA   90292",(310) 492-1868,(310) 492-1868,LIBRAH68@YAHOO.COM,"13700 MARINA PT DR UNIT 419
MARINA DL REY, CA   90292",1,1,10/10/2019,1 (2018),"Auth. For Hire, ","Interstate, ","Motor Vehicles, "
3335499,,CARRIER,ACTIVE,None,JOHN SPENCER,,JOHN SPENCER,"1388 OAK RIDGE DR
COLFAX, CA   95713-9226",(530) 906-0223,(530) 906-0223,SIR.J.SPENCER@GMAIL.COM,"PO BOX 28
APPLEGATE, CA   95703-0028",0,1,9/17/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Household Goods, "
3335541,,CARRIER,NOT AUTHORIZED,None,RODOLFO VILLARREAL JR,,RODOLFO VILLARREAL JR,"15532 WELLS FARGO ST
HESPERIA, CA   92345",(909) 203-0735,(909) 203-0735,RTTRANSPORT19@GMAIL.COM,"15532 WELLS FARGO ST
HESPERIA, CA   92345",1,1,10/3/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3335543,,CARRIER,ACTIVE,None,ALEKSANDR VYELKOV,,ALEKSANDR VYELKOV,"7833 GULL WAY
ANTELOPE, CA   95843-2241",(916) 330-8635,(916) 330-8635,ALEKSACRAM19@GMAIL.COM,"7833 GULL WAY
ANTELOPE, CA   95843-2241",0,1,9/17/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Household Goods, "
3335548,,CARRIER,NOT AUTHORIZED,None,BY PASS TRANSPORT INC,,BY PASS TRANSPORT INC,"12222A WOODSIDE AVE # 135
LAKESIDE, CA   92040",(619) 536-3906,(619) 536-3906,OMERQQOMER@GMAIL.COM,"12222A WOODSIDE AVE # 135
LAKESIDE, CA   92040-3014",1,1,9/17/2019,,"Auth. For Hire, ","Interstate, ","Motor Vehicles, "
3335569,,CARRIER,ACTIVE,None,JAVIER LOPEZ,,JAVIER LOPEZ,"348 N BUENA VISTA ST APT A
HEMET, CA   92543-2952",(951) 570-0219,(951) 570-0219,DJAV951@YAHOO.COM,"348 N BUENA VISTA ST APT A
HEMET, CA   92543-2952",1,1,9/17/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, OTHER, "
3335602,,CARRIER,ACTIVE,None,ROCKWEST TRUCKING,,ROCKWEST TRUCKING,"11909 HAWTHORNE BLVD # 234
HAWTHORNE, CA   90250-3015",(909) 609-4880,(909) 609-4880,ALVIN_TATE@AOL.COM,"11909 HAWTHORNE BLVD
HAWTHORNE, CA   90250-3015",1,2,9/17/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3335682,,CARRIER,ACTIVE,None,EAGLE CRANE SERVICES LLC,,EAGLE CRANE SERVICES LLC,"9250 BEAUVIEW DR
CHERRY VALLEY, CA   92223-5822",(760) 600-6180,(760) 600-6180,EAGLECRANESERVICES@GMAIL.COM,"9250 BEAUVIEW DR
CHERRY VALLEY, CA   92223-5822",1,2,9/17/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3335690,,CARRIER,NOT AUTHORIZED,None,IMPERIAL EXPRESS INC,IMPERIAL EXPRESS,IMPERIAL EXPRESS INC,"610 JOY WAY APT 4
YUBA CITY, CA   95993",(916) 890-5883,(916) 890-5883,IMPERIALEXPRESS8@GMAIL.COM,"610 JOY WAY APT 4
YUBA CITY, CA   95993-3547",1,1,9/17/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3335712,,CARRIER,NOT AUTHORIZED,None,HARDEEP SINGH BOUGHAN,HB TRANSPORT,HARDEEP SINGH BOUGHAN,"1216 WILDCAT DR
MERCED, CA   95348",(408) 661-7934,(408) 661-7934,HBTRANSPORT19@GMAIL.COM,"1216 WILDCAT DR
MERCED, CA   95348-8713",1,1,9/17/2019,,"Auth. For Hire, ","Interstate, ","General Freight, Fresh Produce, Refrigerated Food, Beverages, Paper Products, "
3335724,,CARRIER,ACTIVE,None,KTP ENTERPRISE,,KTP ENTERPRISE,"9647 S HOBART BLVD
LOS ANGELES, CA   90047-3829",(213) 321-1641,(213) 321-1641,HANDSON2121@YAHOO.COM,"9647 S HOBART BLVD
LOS ANGELES, CA   90047-3829",1,1,9/17/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3335727,,CARRIER,NOT AUTHORIZED,None,CAPITAL CITY SAND & GRAVEL INC,,CAPITAL CITY SAND & GRAVEL INC,"1900 ORO DAM BLVD E STE 12 PMB 258
OROVILLE, CA   95966",(530) 917-9365,(530) 917-9365,10BASSCHRIS@GMAIL.COM,"1900 ORO DAM BLVD E STE 12 PMB 258
OROVILLE, CA   95966-5934",1,2,9/17/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3335728,,CARRIER,NOT AUTHORIZED,None,SHAWAN L BROWN,BROWNS SOCAL TRANSPORTATION,SHAWAN L BROWN,"28426 BAVARIA DR
MENIFEE, CA   92585",(909) 746-7518,(909) 746-7518,SHAWANBROWN4@GMAIL.COM,"28426 BAVARIA DR
MENIFEE, CA   92585-3987",1,1,9/24/2019,1 (2018),"Auth. For Hire, ","Interstate, ","Motor Vehicles, Drive/Tow away, "
3335748,,CARRIER,ACTIVE,None,JORGE M PEREIRA ORELLANA,PEREIRA TRUCKING,JORGE M PEREIRA ORELLANA,"344 LINDA DR
SAN PABLO, CA   94806-1129",(413) 923-1265,(413) 923-1265,CESARPEREIRA1932@GMAIL.COM,"344 LINDA DR
SAN PABLO, CA   94806-1129",1,1,9/17/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3335769,,CARRIER,ACTIVE,None,SALVADOR A MARTINEZ,BUDDY'S TRUCKING,SALVADOR A MARTINEZ,"26456 TORREYPINES DR
NEWHALL, CA   91321-2234",(818) 621-6670,(818) 621-6670,CHUY6839@GMAIL.COM,"16036 VALLEY BLVD
FONTANA, CA   92335-6432",1,1,9/17/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3335778,,CARRIER,NOT AUTHORIZED,None,LONDON TRANS INC,,LONDON TRANS INC,"6842 LINDBROOK WAY APT 21
SACRAMENTO, CA   95823",(916) 477-6015,(916) 477-6015,LONDONTRANSINC@GMAIL.COM,"6842 LINDBROOK WAY APT 21
SACRAMENTO, CA   95823-4943",1,1,9/17/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3335781,,CARRIER,NOT AUTHORIZED,None,SHARP TRUCKIN CORP,,SHARP TRUCKIN CORP,"277 SAN GABRIEL DR
MADERA, CA   93638",(559) 905-0909,(559) 905-0909,SHARPTRUCKIN@GMAIL.COM,"277 SAN GABRIEL DR
MADERA, CA   93638-9382",1,1,9/17/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3335798,,CARRIER,ACTIVE,None,MODEL 1 TRUCKING,,MODEL 1 TRUCKING,"16675 SLATE DR UNIT 1722
CHINO HILLS, CA   91709-7429",(909) 664-6113,(909) 664-6113,EARMIJO01@YAHOO.COM,"16675 SLATE DR UNIT 1722
CHINO HILLS, CA   91709-7429",1,1,9/17/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3335799,,CARRIER,NOT AUTHORIZED,None,EVO EMERGENCY VEHICLE OUTFITTERS INC,,EVO EMERGENCY VEHICLE OUTFITTERS INC,"9858 KENT ST
ELK GROVE, CA   95624",(916) 685-0800,(916) 685-0800,ADMIN@EVOPSE.COM,"9858 KENT ST
ELK GROVE, CA   95624",2,1,9/19/2019,1 (2018),"Auth. For Hire, ","Interstate, ","General Freight, "
3335811,,CARRIER,NOT AUTHORIZED,None,E SOUZA TRANSPORT LLC,,E SOUZA TRANSPORT LLC,"5300 RONNIE ST
FAIR OAKS, CA   95628",(925) 324-7979,(925) 324-7979,ESOUZATRANSPORT@GMAIL.COM,"5300 RONNIE ST
FAIR OAKS, CA   95628-3325",1,1,10/11/2019,,"Auth. For Hire, ","Interstate, ","General Freight, Metal: sheets, coils, rolls, Logs, Poles, Beams, Lumber, Building Materials, "
3335812,,CARRIER,NOT AUTHORIZED,None,BEN ACEVES TRANSPORT,,BEN ACEVES TRANSPORT,"41979 MARGARITA RD APT 70
TEMECULA, CA   92591",(951) 331-6035,(951) 331-6035,BENACEVESTRANSPORT@GMAIL.COM,"41979 MARGARITA RD APT 70
TEMECULA, CA   92591-2821",0,1,9/17/2019,,"Auth. For Hire, ","Interstate, ","General Freight, "
3335834,,CARRIER,ACTIVE,None,JAVIER HERNANDEZ,,JAVIER HERNANDEZ,"6001 AUBURN ST APT 254
BAKERSFIELD, CA   93306-2897",(661) 862-9549,(661) 862-9549,JAVHRCHICHARITO@GMAIL.COM,"6001 AUBURN ST APT 254
BAKERSFIELD, CA   93306-2897",1,1,9/17/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Building Materials, Construction, OTHER, "
3335841,,CARRIER,ACTIVE,None,EDGAR IVAN PLATA,IC&P,EDGAR IVAN PLATA,"1334 W FLORENCE AVE
LOS ANGELES, CA   90044-2548",(213) 810-8871,(213) 810-8871,IVANPLATAG@GMAIL.COM,"1334 W FLORENCE AVE
LOS ANGELES, CA   90044-2548",1,1,9/17/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3335844,,CARRIER,NOT AUTHORIZED,None,360 TRANSPO INC,,360 TRANSPO INC,"4863 RUBIDOUX AVE
RIVERSIDE, CA   92504",(310) 920-0733,(310) 920-0733,INFO360TRANSPO@GMAIL.COM,"4863 RUBIDOUX AVE
RIVERSIDE, CA   92504",1,1,10/1/2019,50 (2018),"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3335851,,CARRIER,NOT AUTHORIZED,None,TRUE BLUE TRUCKING LLC,,TRUE BLUE TRUCKING LLC,"3925 ORCHID DR
HIGHLAND, CA   92346",(909) 816-7336,(909) 816-7336,PACIFICBASEBALLJ9@GMAIL.COM,"3925 ORCHID DR
HIGHLAND, CA   92346-2264",1,4,9/17/2019,,"Auth. For Hire, ","Interstate, ","Household Goods, "
3335859,,CARRIER,NOT AUTHORIZED,None,3 ALPHA INVESTMENTS LLC,,3 ALPHA INVESTMENTS LLC,"84 MUTH DR
ORINDA, CA   94563",(469) 774-1741,(469) 774-1741,SAMKUNJU1@GMAIL.COM,"84 MUTH DR
ORINDA, CA   94563",1,1,9/26/2019,,"Auth. For Hire, ","Interstate, ","Motor Vehicles, "
3335872,,CARRIER,ACTIVE,None,SANTANECO FOODS INC,,SANTANECO FOODS INC,"5794 HARDING AVE
SOUTH GATE, CA   90280-8028",(562) 644-7719,(562) 644-7719,ABRAHAMHERRERA2050@GMAIL.COM,"5794 HARDING AVE
SOUTH GATE, CA   90280-8028",2,1,9/17/2019,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Fresh Produce, Meat, "
